lab,compound,sample_type,RT,sample,peak_area,note,c_real_M
L18,Nigericin_NH4,cal,17.46,cal3,101.05,linear,9.15E-08
L18,Nigericin_NH4,cal,17.46,cal4,54.9,linear,4.20E-08
L18,Nigericin_NH4,cal,17.46,cal5,10.8,linear,1.47E-08
L18,Progesterone,cal,10.16,cal1,7490,non-linear,1.24E-06
L18,Progesterone,cal,10.16,cal2,2785,linear,6.17E-07
L18,Progesterone,cal,10.16,cal3,1450,linear,3.29E-07
L18,Progesterone,cal,10.16,cal4,793,linear,2.00E-07
L18,Progesterone,cal,10.16,cal5,256.5,linear,7.24E-08
L18,Progesterone,cal,10.16,cal6,30.2,linear,8.65E-09
L18,Rifaximin,cal,8.82,cal1,608.5,non-linear,4.90E-07
L18,Rifaximin,cal,8.82,cal2,192,linear,1.91E-07
L18,Rifaximin,cal,8.82,cal3,86.4,linear,8.71E-08
L18,Rifaximin,cal,8.82,cal4,37.35,linear,4.48E-08
L18,Rifaximin,cal,8.82,cal5,15.7,linear,1.61E-08
L18,Simazine,cal,5.46,cal1,43450,non-linear,2.29E-06
L18,Simazine,cal,5.46,cal2,15950,linear,9.66E-07
L18,Simazine,cal,5.46,cal3,6655,linear,4.95E-07
L18,Simazine,cal,5.46,cal4,4785,linear,3.01E-07
L18,Simazine,cal,5.46,cal5,1675,linear,9.47E-08
L18,Simazine,cal,5.46,cal6,192,linear,9.45E-09
L18,Spinosad_A,cal,8.66,cal1,1600,non-linear,2.15E-07
L18,Spinosad_A,cal,8.66,cal2,484.5,non-linear,1.07E-07
L18,Spinosad_A,cal,8.66,cal3,187,non-linear,5.49E-08
L18,Spinosad_A,cal,8.66,cal4,137.5,non-linear,2.66E-08
L18,Spinosad_A,cal,8.66,cal5,17.45,non-linear,8.48E-09
L18,TCMTB,cal,9.15,cal1,185,linear,1.73E-06
L18,TCMTB,cal,9.15,cal2,73.3,linear,7.08E-07
L18,TCMTB,cal,9.15,cal3,34.1,linear,3.96E-07
L18,TCMTB,cal,9.15,cal4,19.3,linear,2.49E-07
L18,Tetraethylammonium,cal,0.92,cal1,7445,non-linear,1.13E-06
L18,Tetraethylammonium,cal,0.92,cal2,1680,linear,6.22E-07
L18,Tetraethylammonium,cal,0.92,cal3,1084,linear,3.59E-07
L18,Tetraethylammonium,cal,0.92,cal4,375.5,linear,2.41E-07
L18,Tetraethylammonium,cal,0.92,cal5,236.5,linear,9.90E-08
L18,Tetrahexylammonium,cal,11.09,cal1,30150,non-linear,7.52E-07
L18,Tetrahexylammonium,cal,11.09,cal2,8820,non-linear,3.93E-07
L18,Tetrahexylammonium,cal,11.09,cal3,3125,non-linear,2.17E-07
L18,Tetrahexylammonium,cal,11.09,cal4,1760,non-linear,1.13E-07
L18,Tetrahexylammonium,cal,11.09,cal5,411.5,non-linear,3.31E-08
L18,Tetrahexylammonium,cal,11.09,cal6,11.88,non-linear,3.02E-09
L18,Trichlorfon,cal,3.37,cal1,606,non-linear,1.76E-06
L18,Trichlorfon,cal,3.37,cal2,42.85,non-linear,7.54E-07
L18,Trichlorfon,cal,3.37,cal3,75.1,non-linear,3.95E-07
L18,Tylosin,cal,5.63,cal1,552.5,linear,4.20E-07
L18,Tylosin,cal,5.63,cal2,253,linear,1.90E-07
L18,Tylosin,cal,5.63,cal3,96.15,linear,1.01E-07
L18,Tylosin,cal,5.63,cal4,51.45,linear,5.77E-08
L18,Tylosin,cal,5.63,cal5,11.05,non-linear,1.93E-08
L19,Amitrole,cal,1.22,cal1,77328923.87,non-linear,6.25E-06
L19,Amitrole,cal,1.22,cal2,29024520.44,linear,2.58E-06
L19,Amitrole,cal,1.22,cal3,15175978.15,linear,1.34E-06
L19,Amitrole,cal,1.22,cal4,8070228.273,linear,7.78E-07
L19,Amitrole,cal,1.22,cal5,2197078.787,linear,2.35E-07
L19,Amitrole,cal,1.22,cal6,219679.989,linear,2.02E-08
L19,Aspartame,cal,6.3,cal1,289273954.2,linear,1.72E-06
L19,Aspartame,cal,6.3,cal2,101043711.6,linear,7.04E-07
L19,Aspartame,cal,6.3,cal3,82260890.83,linear,3.58E-07
L19,Aspartame,cal,6.3,cal4,36788825.61,linear,2.13E-07
L19,Aspartame,cal,6.3,cal5,13188374.27,linear,7.22E-08
L19,Aspartame,cal,6.3,cal6,1144868.128,linear,7.59E-09
L19,Atrazine,cal,11.03,cal1,2675912933,non-linear,1.93E-06
L19,Atrazine,cal,11.03,cal2,1196060227,non-linear,8.29E-07
L19,Atrazine,cal,11.03,cal3,633438982.4,linear,4.24E-07
L19,Atrazine,cal,11.03,cal4,390123086.2,linear,2.48E-07
L19,Atrazine,cal,11.03,cal5,124393918.6,linear,8.51E-08
L19,Atrazine,cal,11.03,cal6,13609851.28,linear,8.73E-09
L19,Benzotriazole,cal,6.38,cal1,1771585238,non-linear,3.90E-06
L19,Benzotriazole,cal,6.38,cal2,830905508.5,non-linear,1.65E-06
L19,Benzotriazole,cal,6.38,cal3,475457634.2,non-linear,8.47E-07
L19,Benzotriazole,cal,6.38,cal4,289313675.2,linear,5.02E-07
L19,Benzotriazole,cal,6.38,cal5,105341728,linear,1.60E-07
L19,Benzotriazole,cal,6.38,cal6,12152122.85,linear,1.62E-08
L19,Butocarboxim_H,cal,8.7,cal1,706498.3879,linear,1.98E-06
L19,Butocarboxim_H,cal,8.7,cal2,301542.1494,linear,1.00E-06
L19,Butocarboxim_H,cal,8.7,cal3,110456.3673,linear,5.01E-07
L19,Caffeine,cal,5.48,cal1,443797495.7,non-linear,3.06E-06
L19,Caffeine,cal,5.48,cal2,199508721.1,non-linear,1.24E-06
L19,Caffeine,cal,5.48,cal3,101050931.3,non-linear,5.79E-07
L19,Caffeine,cal,5.48,cal4,64502377.87,linear,3.34E-07
L19,Caffeine,cal,5.48,cal5,20352528.84,linear,1.02E-07
L19,Caffeine,cal,5.48,cal6,2686349.351,linear,1.09E-08
L19,Carbamazepine,cal,9.76,cal1,964406286.9,non-linear,1.67E-06
L19,Carbamazepine,cal,9.76,cal2,493817273.9,non-linear,7.96E-07
L19,Carbamazepine,cal,9.76,cal3,280322104.4,linear,4.20E-07
L19,Carbamazepine,cal,9.76,cal4,165312632.5,linear,2.59E-07
L19,Carbamazepine,cal,9.76,cal5,58106116.42,linear,9.22E-08
L19,Carbamazepine,cal,9.76,cal6,6978183.154,linear,7.64E-09
L19,Cefoperazone,cal,7.51,cal1,5244661.781,non-linear,5.41E-07
L19,Cefoperazone,cal,7.51,cal2,1615209.21,linear,2.25E-07
L19,Cefoperazone,cal,7.51,cal3,799811.9005,linear,1.16E-07
L19,Cefoperazone,cal,7.51,cal4,318118.0525,linear,6.66E-08
L19,Chlormequat,cal,1.43,cal1,710488257.7,non-linear,1.87E-06
L19,Chlormequat,cal,1.43,cal2,180547706.2,linear,1.11E-06
L19,Chlormequat,cal,1.43,cal3,118466160.2,linear,6.51E-07
L19,Chlormequat,cal,1.43,cal4,33853456.34,linear,4.30E-07
L19,Chlormequat,cal,1.43,cal5,15065732.07,linear,1.51E-07
L19,Chlormequat,cal,1.43,cal6,822001.1858,linear,1.89E-08
L19,Chlorothiazide,cal,5.78,cal1,8674269.697,non-linear,1.53E-06
L19,Chlorothiazide,cal,5.78,cal2,4176206.901,non-linear,6.60E-07
L19,Chlorothiazide,cal,5.78,cal3,2308143.702,linear,3.46E-07
L19,Chlorothiazide,cal,5.78,cal4,1345754.797,linear,1.99E-07
L19,Chlorothiazide,cal,5.78,cal5,455331.0243,linear,6.90E-08
L19,Clarithromycin_H,cal,9.97,cal1,74864375.54,non-linear,5.08E-07
L19,Clarithromycin_H,cal,9.97,cal2,18395289.63,non-linear,2.50E-07
L19,Clarithromycin_H,cal,9.97,cal3,9207807.07,non-linear,1.34E-07
L19,Clarithromycin_H,cal,9.97,cal4,2553089.445,non-linear,7.98E-08
L19,Clarithromycin_H,cal,9.97,cal5,675582.3893,non-linear,2.48E-08
L19,Dichlorvos,cal,9.9,cal1,135880310.6,linear,2.18E-06
L19,Dichlorvos,cal,9.9,cal2,59318691.03,linear,8.80E-07
L19,Dichlorvos,cal,9.9,cal3,22853298.05,linear,4.38E-07
L19,Dichlorvos,cal,9.9,cal4,17517118.15,linear,2.72E-07
L19,Dichlorvos,cal,9.9,cal5,4460234.219,linear,8.53E-08
L19,Dichlorvos,cal,9.9,cal6,499170.2418,linear,7.13E-09
L19,Dimethyl_phthalate,cal,10.38,cal1,461339478.7,linear,2.31E-06
L19,Dimethyl_phthalate,cal,10.38,cal2,188466590.2,linear,9.63E-07
L19,Dimethyl_phthalate,cal,10.38,cal3,96596690.04,linear,5.04E-07
L19,Dimethyl_phthalate,cal,10.38,cal4,57312159.1,linear,3.09E-07
L19,Dimethyl_phthalate,cal,10.38,cal5,19734307.71,linear,8.73E-08
L19,Dimethyl_phthalate,cal,10.38,cal6,3404548.778,non-linear,1.00E-08
L19,Diphenyl_phthalate,cal,15.65,cal1,36396285.94,non-linear,1.34E-06
L19,Diphenyl_phthalate,cal,15.65,cal2,9338029.843,non-linear,6.44E-07
L19,Diphenyl_phthalate,cal,15.65,cal3,3477735.63,non-linear,3.82E-07
L19,Diphenyl_phthalate,cal,15.65,cal4,1451570.988,non-linear,2.07E-07
L19,Diphenyl_phthalate,cal,15.65,cal5,272802.8216,non-linear,7.88E-08
L19,Efavirenz,cal,14.18,cal1,16443387.7,non-linear,1.33E-06
L19,Efavirenz,cal,14.18,cal2,5096947.975,non-linear,5.86E-07
L19,Efavirenz,cal,14.18,cal3,1884283.218,non-linear,3.13E-07
L19,Efavirenz,cal,14.18,cal4,1078491.072,non-linear,1.67E-07
L19,Efavirenz,cal,14.18,cal5,133996.2909,non-linear,7.13E-08
L19,Guanylurea,cal,1.24,cal1,37618925.89,linear,1.25E-06
L19,Guanylurea,cal,1.24,cal2,14958097.5,linear,5.45E-07
L19,Guanylurea,cal,1.24,cal3,9585461.567,linear,3.20E-07
L19,Guanylurea,cal,1.24,cal4,4224967.28,linear,1.82E-07
L19,Guanylurea,cal,1.24,cal5,1492408.895,linear,4.72E-08
L19,Guanylurea,cal,1.24,cal6,132709.695,non-linear,2.35E-09
L19,Haloperidol,cal,9.68,cal1,17921957.27,non-linear,5.96E-07
L19,Haloperidol,cal,9.68,cal2,3810122.46,non-linear,2.90E-07
L19,Haloperidol,cal,9.68,cal3,2443919.924,non-linear,1.49E-07
L19,Haloperidol,cal,9.68,cal4,544661.9504,non-linear,8.94E-08
L19,Haloperidol,cal,9.68,cal5,191572.4239,non-linear,2.62E-08
L19,Histamine,cal,1.1,cal1,1885512.768,non-linear,5.59E-06
L19,Histamine,cal,1.1,cal2,600855.9367,non-linear,1.40E-06
L19,Imazalil,cal,10.08,cal1,423681885.6,non-linear,8.73E-07
L19,Imazalil,cal,10.08,cal2,178776611.8,non-linear,4.20E-07
L19,Imazalil,cal,10.08,cal3,48568777.98,non-linear,2.19E-07
L19,Imazalil,cal,10.08,cal4,38907718.73,non-linear,1.26E-07
L19,Imazalil,cal,10.08,cal5,8161885.611,non-linear,3.93E-08
L19,Imazalil,cal,10.08,cal6,1391655.228,non-linear,3.32E-09
L19,L-alanine,cal,1.16,cal1,22523572.56,non-linear,6.07E-06
L19,L-alanine,cal,1.16,cal2,6020183.921,linear,2.26E-06
L19,L-alanine,cal,1.16,cal3,2695754.611,linear,1.07E-06
L19,L-alanine,cal,1.16,cal4,1270541.115,linear,6.25E-07
L19,L-alanine,cal,1.16,cal5,452344.6361,linear,1.93E-07
L19,L-phenylalanine,cal,3.97,cal1,558215776.1,non-linear,3.10E-06
L19,L-phenylalanine,cal,3.97,cal2,241304725,non-linear,1.23E-06
L19,L-phenylalanine,cal,3.97,cal3,136870868.2,non-linear,6.09E-07
L19,L-phenylalanine,cal,3.97,cal4,87524922.76,linear,3.58E-07
L19,L-phenylalanine,cal,3.97,cal5,33324563.83,linear,1.21E-07
L19,L-phenylalanine,cal,3.97,cal6,4635412.191,linear,1.38E-08
L19,Methamidophos,cal,3.18,cal1,554967979.8,non-linear,2.23E-06
L19,Methamidophos,cal,3.18,cal2,295696831.1,non-linear,9.91E-07
L19,Methamidophos,cal,3.18,cal3,187334996.1,non-linear,4.84E-07
L19,Methamidophos,cal,3.18,cal4,109460064.6,linear,2.92E-07
L19,Methamidophos,cal,3.18,cal5,40273711.19,linear,8.52E-08
L19,Methamidophos,cal,3.18,cal6,4338691.067,linear,6.39E-09
L19,Metolachlor,cal,14.13,cal1,453692292.6,linear,1.45E-06
L19,Metolachlor,cal,14.13,cal2,176140603.3,linear,6.75E-07
L19,Metolachlor,cal,14.13,cal3,79952944.32,linear,3.62E-07
L19,Metolachlor,cal,14.13,cal4,44110876.91,non-linear,2.26E-07
L19,Metolachlor,cal,14.13,cal5,13067580.88,non-linear,7.26E-08
L19,Metolachlor,cal,14.13,cal6,1177035.967,non-linear,7.23E-09
L19,Nigericin_NH4,cal,20.05,cal2,263037780.7,non-linear,1.87E-07
L19,Nigericin_NH4,cal,20.05,cal3,70511452.24,non-linear,9.15E-08
L19,Nigericin_NH4,cal,20.05,cal4,14572512.8,non-linear,4.20E-08
L19,Nigericin_NH4,cal,20.05,cal5,5773747.362,non-linear,1.47E-08
L19,Nigericin_NH4,cal,20.05,cal6,1193967.965,non-linear,2.89E-09
L19,Progesterone,cal,15.17,cal1,197529266.8,non-linear,1.24E-06
L19,Progesterone,cal,15.17,cal2,70414897.52,non-linear,6.17E-07
L19,Progesterone,cal,15.17,cal3,31065396.08,non-linear,3.29E-07
L19,Progesterone,cal,15.17,cal4,15598184.64,non-linear,2.00E-07
L19,Progesterone,cal,15.17,cal5,4379849.468,non-linear,7.24E-08
L19,Rifaximin,cal,12.5,cal1,31782785.19,non-linear,4.90E-07
L19,Rifaximin,cal,12.5,cal2,9051493.299,non-linear,1.91E-07
L19,Rifaximin,cal,12.5,cal3,3195768.316,non-linear,8.71E-08
L19,Rifaximin,cal,12.5,cal4,1194816.094,non-linear,4.48E-08
L19,Rifaximin,cal,12.5,cal5,339720.5441,non-linear,1.61E-08
L19,Simazine,cal,9.6,cal1,2722652180,non-linear,2.29E-06
L19,Simazine,cal,9.6,cal2,1293502410,non-linear,9.66E-07
L19,Simazine,cal,9.6,cal3,700735266.3,non-linear,4.95E-07
L19,Simazine,cal,9.6,cal4,433243513.8,linear,3.01E-07
L19,Simazine,cal,9.6,cal5,149169242,linear,9.47E-08
L19,Simazine,cal,9.6,cal6,17132384.26,linear,9.45E-09
L19,TCMTB,cal,13.77,cal1,152557968.2,linear,1.73E-06
L19,TCMTB,cal,13.77,cal2,55638576.61,linear,7.08E-07
L19,TCMTB,cal,13.77,cal3,24923648.66,linear,3.96E-07
L19,TCMTB,cal,13.77,cal4,12743620.98,linear,2.49E-07
L19,TCMTB,cal,13.77,cal5,3471139.706,non-linear,7.96E-08
L19,TCMTB,cal,13.77,cal6,235943.6647,non-linear,7.64E-09
L19,Tetraethylammonium,cal,2.09,cal1,501529504,non-linear,1.13E-06
L19,Tetraethylammonium,cal,2.09,cal2,132989153.7,non-linear,6.22E-07
L19,Tetraethylammonium,cal,2.09,cal3,95626874.7,non-linear,3.59E-07
L19,Tetraethylammonium,cal,2.09,cal4,19016372.44,non-linear,2.41E-07
L19,Tetrahexylammonium,cal,17.7,cal1,176481496.5,non-linear,7.52E-07
L19,Tetrahexylammonium,cal,17.7,cal2,165225809.2,non-linear,3.93E-07
L19,Tetrahexylammonium,cal,17.7,cal3,14545366.88,non-linear,2.17E-07
L19,Tetrahexylammonium,cal,17.7,cal4,38931282.59,non-linear,1.13E-07
L19,Tetrahexylammonium,cal,17.7,cal5,6701864.972,non-linear,3.31E-08
L19,Tetrahexylammonium,cal,17.7,cal6,413490.3858,non-linear,3.02E-09
L19,Trichlorfon,cal,6.8,cal1,25219202.25,non-linear,1.76E-06
L19,Trichlorfon,cal,6.8,cal2,4719426.749,non-linear,7.54E-07
L19,Trichlorfon,cal,6.8,cal3,12535802.61,non-linear,3.95E-07
L19,Trichlorfon,cal,6.8,cal4,1026011.554,non-linear,2.39E-07
L19,Trichlorfon,cal,6.8,cal5,1437131.397,non-linear,7.80E-08
L19,Tylosin,cal,8.98,cal1,28968106.77,non-linear,4.20E-07
L19,Tylosin,cal,8.98,cal2,9977271.632,non-linear,1.90E-07
L19,Tylosin,cal,8.98,cal3,3071643.568,non-linear,1.01E-07
L19,Tylosin,cal,8.98,cal4,1253379.379,non-linear,5.77E-08
L19,Uracil,cal,1.81,cal1,104125470.8,non-linear,8.90E-06
L19,Uracil,cal,1.81,cal2,49303168.94,non-linear,3.61E-06
L19,Uracil,cal,1.81,cal3,27391371.16,linear,1.81E-06
L19,Uracil,cal,1.81,cal4,15426398.07,linear,1.09E-06
L19,Uracil,cal,1.81,cal5,5611766.995,linear,3.64E-07
L19,Uracil,cal,1.81,cal6,669178.1811,non-linear,9.12E-08
L2,Amitrole,cal,1.56,cal1,1878333.333,non-linear,6.25E-06
L2,Amitrole,cal,1.56,cal2,334603.3333,non-linear,2.58E-06
L2,Amitrole,cal,1.56,cal3,632766.6667,non-linear,1.34E-06
L2,Amitrole,cal,1.56,cal4,156983.3333,non-linear,7.78E-07
L2,Amitrole,cal,1.56,cal5,151300,non-linear,2.35E-07
L2,Amitrole,cal,1.56,cal6,22433.33333,non-linear,2.02E-08
L2,Aspartame,cal,4.73,cal1,3211666.667,linear,1.72E-06
L2,Aspartame,cal,4.73,cal2,364543.3333,non-linear,7.04E-07
L2,Aspartame,cal,4.73,cal3,744500,linear,3.58E-07
L2,Aspartame,cal,4.73,cal4,364133.3333,linear,2.13E-07
L2,Aspartame,cal,4.73,cal5,116080,linear,7.22E-08
L2,Aspartame,cal,4.73,cal6,15576.66667,linear,7.59E-09
L2,Atrazine,cal,9.56,cal1,16503333.33,non-linear,1.93E-06
L2,Atrazine,cal,9.56,cal2,2707133.333,non-linear,8.29E-07
L2,Atrazine,cal,9.56,cal3,4863666.667,non-linear,4.24E-07
L2,Atrazine,cal,9.56,cal4,3470000,linear,2.48E-07
L2,Atrazine,cal,9.56,cal5,1378666.667,linear,8.51E-08
L2,Atrazine,cal,9.56,cal6,225066.6667,linear,8.73E-09
L2,Benzotriazole,cal,5.38,cal1,6288333.333,non-linear,3.90E-06
L2,Benzotriazole,cal,5.38,cal2,1085833.333,non-linear,1.65E-06
L2,Benzotriazole,cal,5.38,cal3,1753666.667,non-linear,8.47E-07
L2,Benzotriazole,cal,5.38,cal4,1034600,linear,5.02E-07
L2,Benzotriazole,cal,5.38,cal5,409733.3333,linear,1.60E-07
L2,Benzotriazole,cal,5.38,cal6,68046.66667,linear,1.62E-08
L2,Butocarboxim_H,cal,7.52,cal1,12913.33333,linear,1.98E-06
L2,Butocarboxim_H,cal,7.52,cal2,1448.266667,non-linear,1.00E-06
L2,Butocarboxim_H,cal,7.52,cal3,3281,linear,5.01E-07
L2,Butocarboxim_H,cal,7.52,cal4,1754,linear,2.92E-07
L2,Butocarboxim_H,cal,7.52,cal5,701.4,linear,8.97E-08
L2,Butocarboxim_H,cal,7.52,cal6,227.9,linear,2.56E-08
L2,Butocarboxim_NH4,cal,7.52,cal1,20490,non-linear,1.98E-06
L2,Butocarboxim_NH4,cal,7.52,cal2,10210,non-linear,1.00E-06
L2,Butocarboxim_NH4,cal,7.52,cal3,6868,linear,5.01E-07
L2,Butocarboxim_NH4,cal,7.52,cal4,3635.666667,linear,2.92E-07
L2,Butocarboxim_NH4,cal,7.52,cal5,1229.5,linear,8.97E-08
L2,Caffeine,cal,4.52,cal1,2142000,non-linear,3.06E-06
L2,Caffeine,cal,4.52,cal2,270853.3333,non-linear,1.24E-06
L2,Caffeine,cal,4.52,cal3,525733.3333,non-linear,5.79E-07
L2,Caffeine,cal,4.52,cal4,336000,non-linear,3.34E-07
L2,Caffeine,cal,4.52,cal5,128100,linear,1.02E-07
L2,Caffeine,cal,4.52,cal6,20906.66667,linear,1.09E-08
L2,Carbamazepine,cal,8.32,cal1,14933333.33,non-linear,1.67E-06
L2,Carbamazepine,cal,8.32,cal2,2962233.333,non-linear,7.96E-07
L2,Carbamazepine,cal,8.32,cal3,4724333.333,linear,4.20E-07
L2,Carbamazepine,cal,8.32,cal4,3050666.667,linear,2.59E-07
L2,Carbamazepine,cal,8.32,cal5,1327000,linear,9.22E-08
L2,Carbamazepine,cal,8.32,cal6,283600,non-linear,7.64E-09
L2,Cefoperazone,cal,6.68,cal1,695966.6667,linear,5.41E-07
L2,Cefoperazone,cal,6.68,cal2,82510.16667,non-linear,2.25E-07
L2,Cefoperazone,cal,6.68,cal3,124343.3333,linear,1.16E-07
L2,Cefoperazone,cal,6.68,cal4,62436.66667,linear,6.66E-08
L2,Cefoperazone,cal,6.68,cal5,18317.66667,non-linear,2.45E-08
L2,Cefoperazone,cal,6.68,cal6,2398,non-linear,3.26E-09
L2,Chlormequat,cal,1.41,cal1,390200,non-linear,1.87E-06
L2,Chlormequat,cal,1.41,cal2,58339.33333,non-linear,1.11E-06
L2,Chlormequat,cal,1.41,cal3,94010,non-linear,6.51E-07
L2,Chlormequat,cal,1.41,cal4,15206.66667,non-linear,4.30E-07
L2,Chlormequat,cal,1.41,cal5,16533.33333,non-linear,1.51E-07
L2,Chlormequat,cal,1.41,cal6,2603,non-linear,1.89E-08
L2,Chlorothiazide,cal,4.54,cal1,537533.3333,non-linear,1.53E-06
L2,Chlorothiazide,cal,4.54,cal2,56321.86667,non-linear,6.60E-07
L2,Chlorothiazide,cal,4.54,cal3,123033.3333,linear,3.46E-07
L2,Chlorothiazide,cal,4.54,cal4,85116.66667,linear,1.99E-07
L2,Chlorothiazide,cal,4.54,cal5,31610,linear,6.90E-08
L2,Chlorothiazide,cal,4.54,cal6,3723.333333,linear,9.18E-09
L2,Clarithromycin_H,cal,7.12,cal1,11269666.67,linear,5.08E-07
L2,Clarithromycin_H,cal,7.12,cal2,1491700,non-linear,2.50E-07
L2,Clarithromycin_H,cal,7.12,cal3,2966666.667,linear,1.34E-07
L2,Clarithromycin_H,cal,7.12,cal4,1564333.333,linear,7.98E-08
L2,Clarithromycin_H,cal,7.12,cal5,689000,linear,2.48E-08
L2,Clarithromycin_H,cal,7.12,cal6,146200,non-linear,2.79E-09
L2,Clarithromycin_Na,cal,7.12,cal1,5.08E-07,linear,5.08E-07
L2,Clarithromycin_Na,cal,7.12,cal2,2.50E-07,linear,2.50E-07
L2,Clarithromycin_Na,cal,7.12,cal3,1.34E-07,linear,1.34E-07
L2,Clarithromycin_Na,cal,7.12,cal4,7.98E-08,linear,7.98E-08
L2,Clarithromycin_Na,cal,7.12,cal5,2.48E-08,linear,2.48E-08
L2,Clarithromycin_Na,cal,7.12,cal6,2.97E-09,linear,2.79E-09
L2,Dichlorvos,cal,8.47,cal1,3323333.333,non-linear,2.18E-06
L2,Dichlorvos,cal,8.47,cal2,681450,non-linear,8.80E-07
L2,Dichlorvos,cal,8.47,cal3,913466.6667,linear,4.38E-07
L2,Dichlorvos,cal,8.47,cal4,620133.3333,linear,2.72E-07
L2,Dichlorvos,cal,8.47,cal5,201266.6667,linear,8.53E-08
L2,Dichlorvos,cal,8.47,cal6,39430,non-linear,7.13E-09
L2,Dimethyl_phthalate,cal,8.82,cal1,6417000,non-linear,2.31E-06
L2,Dimethyl_phthalate,cal,8.82,cal2,981960,non-linear,9.63E-07
L2,Dimethyl_phthalate,cal,8.82,cal3,1866000,non-linear,5.04E-07
L2,Dimethyl_phthalate,cal,8.82,cal4,1133000,linear,3.09E-07
L2,Dimethyl_phthalate,cal,8.82,cal5,461366.6667,linear,8.73E-08
L2,Dimethyl_phthalate,cal,8.82,cal6,87220,linear,1.00E-08
L2,Dimethyl_phthalate_H,cal,8.82,cal1,132066.6667,non-linear,2.31E-06
L2,Dimethyl_phthalate_H,cal,8.82,cal2,59540,non-linear,9.63E-07
L2,Dimethyl_phthalate_H,cal,8.82,cal3,36800,linear,5.04E-07
L2,Dimethyl_phthalate_H,cal,8.82,cal4,21026.66667,linear,3.09E-07
L2,Dimethyl_phthalate_H,cal,8.82,cal5,8433,linear,8.73E-08
L2,Dimethyl_phthalate_H,cal,8.82,cal6,706.05,linear,1.00E-08
L2,Diphenyl_phthalate,cal,13.21,cal1,1945133.333,non-linear,1.34E-06
L2,Diphenyl_phthalate,cal,13.21,cal2,5194333.333,non-linear,6.44E-07
L2,Diphenyl_phthalate,cal,13.21,cal3,1385500,non-linear,3.82E-07
L2,Diphenyl_phthalate,cal,13.21,cal4,2083333.333,non-linear,2.07E-07
L2,Diphenyl_phthalate,cal,13.21,cal5,1223866.667,non-linear,7.88E-08
L2,Diphenyl_phthalate,cal,13.21,cal6,668066.6667,non-linear,1.07E-08
L2,Diphenyl_phthalate_H,cal,13.21,cal1,970600,non-linear,1.34E-06
L2,Diphenyl_phthalate_H,cal,13.21,cal2,265603.3333,non-linear,6.44E-07
L2,Diphenyl_phthalate_H,cal,13.21,cal3,399366.6667,non-linear,3.82E-07
L2,Diphenyl_phthalate_H,cal,13.21,cal4,228866.6667,linear,2.07E-07
L2,Diphenyl_phthalate_H,cal,13.21,cal5,123223.3333,linear,7.88E-08
L2,Diphenyl_phthalate_H,cal,13.21,cal6,53440,linear,1.07E-08
L2,Efavirenz,cal,12.06,cal1,1609333.333,non-linear,1.33E-06
L2,Efavirenz,cal,12.06,cal2,357873.3333,non-linear,5.86E-07
L2,Efavirenz,cal,12.06,cal3,591266.6667,non-linear,3.13E-07
L2,Efavirenz,cal,12.06,cal4,380666.6667,linear,1.67E-07
L2,Efavirenz,cal,12.06,cal5,189400,linear,7.13E-08
L2,Efavirenz,cal,12.06,cal6,57336.66667,linear,8.49E-09
L2,Guanylurea,cal,2.14,cal1,186733.3333,non-linear,1.25E-06
L2,Guanylurea,cal,2.14,cal2,27164.03333,non-linear,5.45E-07
L2,Guanylurea,cal,2.14,cal3,48296.66667,linear,3.20E-07
L2,Guanylurea,cal,2.14,cal5,10185.33333,linear,4.72E-08
L2,Guanylurea,cal,2.14,cal6,1626.333333,linear,2.35E-09
L2,Haloperidol,cal,6.53,cal1,5918333.333,non-linear,5.96E-07
L2,Haloperidol,cal,6.53,cal2,1027833.333,non-linear,2.90E-07
L2,Haloperidol,cal,6.53,cal3,2045000,linear,1.49E-07
L2,Haloperidol,cal,6.53,cal4,873090,linear,8.94E-08
L2,Haloperidol,cal,6.53,cal5,698300,linear,2.62E-08
L2,Haloperidol,cal,6.53,cal6,315366.6667,linear,2.20E-09
L2,Imazalil,cal,6.81,cal1,7659333.333,non-linear,8.73E-07
L2,Imazalil,cal,6.81,cal2,1680466.667,non-linear,4.20E-07
L2,Imazalil,cal,6.81,cal3,3016333.333,non-linear,2.19E-07
L2,Imazalil,cal,6.81,cal4,1745333.333,linear,1.26E-07
L2,Imazalil,cal,6.81,cal5,948166.6667,linear,3.93E-08
L2,Imazalil,cal,6.81,cal6,370933.3333,linear,3.32E-09
L2,L-alanine,cal,1.52,cal1,72350,linear,6.07E-06
L2,L-alanine,cal,1.52,cal2,27520,linear,2.26E-06
L2,L-alanine,cal,1.52,cal3,15950,linear,1.07E-06
L2,L-alanine,cal,1.52,cal4,3951,linear,6.25E-07
L2,L-alanine,cal,1.52,cal5,1638,linear,1.93E-07
L2,L-phenylalanine,cal,2.13,cal1,1249666.667,non-linear,3.10E-06
L2,L-phenylalanine,cal,2.13,cal2,169839.3333,non-linear,1.23E-06
L2,L-phenylalanine,cal,2.13,cal3,285666.6667,linear,6.09E-07
L2,L-phenylalanine,cal,2.13,cal5,58786.66667,linear,1.21E-07
L2,L-phenylalanine,cal,2.13,cal6,9544.666667,linear,1.38E-08
L2,Methamidophos,cal,2.16,cal1,797733.3333,non-linear,2.23E-06
